seller_id,zip_code_prefix,city,state,lat,lng
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,-23.983448374900462,-46.240256099945746
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,-21.73706334787352,-48.68756876841966
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,-23.631072363733484,-46.62235888663808
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,-23.202662995615682,-47.29578408617384
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,-27.77640176701125,-54.235531966647464
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,-19.961548127759368,-43.96057568929279
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,-23.42476867030219,-51.43381503676828
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,-23.72559151515191,-46.581334940140806
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,-23.76214718726673,-46.68844555528426
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,-23.049655735476897,-47.83730315679704
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,-25.440710888223585,-49.24556280243908
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,-23.467427917931506,-46.57697054481951
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,-28.035429505504453,-48.627746848555816
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,-23.544866173951814,-46.49660733720926
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,-22.755744824598306,-46.139547096377036
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,-21.930497837672817,-50.498063423936536
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,-23.445941194036397,-46.42693508131637
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,-25.499758693251223,-49.17731637918328
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,-23.5487233626856,-46.528715243016265
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,-23.61919777608693,-46.61854455335991
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,-15.847901414408227,-48.11250056242789
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,-15.781759581414025,-47.93403708024537
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,-28.329296814471277,-49.17648053805345
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,-27.58468250972296,-48.580341944664134
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,-22.717046078978772,-47.64028299007764
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,-30.066216605201816,-51.225582085787586
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,-21.83936279474967,-45.61496356662735
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,-19.867601122003006,-43.899454552007455
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,-19.841326725265677,-43.97985453595454
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,-23.6305219944974,-46.50750628363993
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,-23.62158614782892,-46.694883294838895
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,-23.566868075187305,-46.80083878253548
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,-22.975237608949396,-47.002177170435644
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,-26.32835418026608,-48.880066060308984
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,-23.94426362038268,-46.19949611971659
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,-22.92338667736069,-42.50390504331264
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,-26.659851823909243,-48.68900082491744
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,-22.41884011585095,-43.130298330414604
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,-29.8313020941825,-50.51743425786359
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,-25.09419479376675,-50.16095107518057
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,-23.46484778980199,-46.84627921438234
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,-23.681552885105997,-46.50143689900957
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,-22.005514641467038,-47.85559099606833
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,-23.566955685986397,-46.788367270084976
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,-23.61071776505345,-46.747858689215164
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,-25.542410953311308,-49.18207025088867
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,-23.515891988156255,-46.54752258122931
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,-23.48985874683891,-46.95318164119193
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,-23.527770978246984,-46.80205722752384
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,-29.17808030258512,-51.148415929149984
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,-23.54328837698169,-46.49017854509769
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,-26.322873156178794,-48.82978241448117
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,-18.652750140819958,-48.19225417884324
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,-19.867987473897603,-44.03092569858812
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,-26.4912411779636,-49.05246312844094
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,-23.71546536512094,-46.545835841928195
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,-27.817961265508973,-50.33084541862557
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,-29.17519237322801,-51.56925812204669
3296662b1331dea51e744505065ae889,15805,catanduva,SP,-21.122698540890145,-48.96345173265747
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,-23.711801180527864,-46.41234689051833
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,-23.636627026883257,-46.71233512347507
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,-21.24585439841629,-48.31802029773208
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,-22.42991352757263,-50.20537399541853
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,-23.628442993144194,-46.86799692493387
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,-27.215058545471056,-49.637902518821704
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,-23.59383917278593,-46.61645866896797
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,-23.505647845063546,-47.46980221244435
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.838031364220566,-43.322516482263055
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.359623908390358,-48.074206816119435
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.98527141083949,-43.204202107985935
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-23.526861009171785,-46.64012706634984
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.753953255845797,-42.88919398506441
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-23.634927025126775,-46.77221924138939
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.822551191718293,-49.49204269570385
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-23.67524801373101,-46.53888594968206
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.295224849547026,-50.3431990639138
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-23.54328837698169,-46.49017854509769
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.83665865816753,-43.9453425077265
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.886244788124753,-43.26754294899786
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.90779821623599,-43.243117441570796
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,-22.919802354808656,-45.46457050782633
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.57294603117058,-46.65924175785709
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.675665412164474,-50.437699768191
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.69417604063808,-46.985292971774385
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.79081912315189,-48.184614002408665
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.338690501296547,-41.75537818675435
62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.202662995615682,-47.29578408617384
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.3919945249474,-47.57839907927238
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.321030637777863,-51.14176307883429
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-23.504143920839454,-46.72795826509581
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.179103911834837,-47.80863937283146
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,-22.84241849058194,-43.300843557957364
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69321610543719,-45.259301481758826
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-23.61225840355914,-46.597488884421615
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.693488565281623,-50.04261717535815
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-23.533131031250086,-46.516100942293306
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.837015608892097,-47.94833718029293
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.504787117356035,-46.840356177552515
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.545556845099416,-46.64150085333575
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.358018902390246,-49.28832810730867
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.827724375709831,-47.92426486667401
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.473061233820097,-46.60077753651646
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.506837705741205,-46.623259184259254
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.659338804954473,-56.050838064479684
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.033509631437727,-47.909040511135764
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-23.541310361905325,-46.638710138593936
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.548915083902425,-46.567047795118484
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.924082130272094,-43.213750984341665
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.29604466508284,-53.315138137206254
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.931006872545307,-43.689099106167085
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.939737532386214,-46.359325349826335
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-23.54017058210707,-46.548544193519525
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.43073368841814,-49.7106029180799
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.444451769358118,-49.32794630681775
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-23.569310095651367,-46.437966921890315
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.871521064173052,-52.180098190846316
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-23.66409685190274,-46.68712059989026
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.200076239038992,-47.802470922410066
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.00466750894162,-42.71946285802102
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.173485938723665,-51.151005151231054
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.285099800760587,-35.97075615496189
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.42464305856773,-49.25383014018111
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,-20.528262370114636,-47.38709863765947
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.484013528894824,-49.272425378198484
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,-12.977279752232883,-38.496729539549364
b18dc380845b24038cfc48006478f099,9951,diadema,SP,-23.68878343738479,-46.59061205890815
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,-23.491850907328356,-46.35024072503548
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,-22.60986366441828,-48.796170477073886
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,-23.464355467638494,-46.53785009179902
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,-23.5725262221517,-46.819375413028766
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,-14.522137720069088,-49.14301118247234
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,-26.911405288029176,-48.65668885761799
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,-23.583262411304965,-46.5381486785363
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,-23.58068192542041,-46.618468765135276
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,-23.539668784279566,-46.63213024304157
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-25.459160510194007,-49.284315543597536
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,-22.92958347247877,-53.13574977982756
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,-23.565651979965146,-46.58138017281277
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,-21.875829755463744,-51.84463248384426
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,-23.477579756854865,-46.682952540053336
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-23.42928206482323,-51.948332194701194
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,-23.53918927899999,-46.63864179303099
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,-23.56482589342703,-46.664446946937
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.924775965269745,-43.946945168821436
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,-23.539589435180513,-46.35860211220289
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,-23.569470408027517,-46.61850679769555
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,-22.600556474252752,-47.40776690336797
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,-23.972056044570767,-46.31421755396971
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,-23.53766312144032,-46.888915425858386
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.473061233820097,-46.60077753651646
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,-20.438663390483846,-44.764098842642525
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-21.155810153786952,-47.803136333731864
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,-22.941288751049914,-43.04359070429714
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,-21.7957025544846,-50.87915583052284
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,-23.54102147003708,-46.8373758167028
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,-23.53284541350734,-46.7797198187354
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,-22.831511747272813,-43.01543234058109
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,-15.95937534772296,-54.9710076281593
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,-26.992512665517054,-48.63202097332268
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,-23.587992541129378,-46.63654574715018
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,-26.82680295248688,-49.27063515926457
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-21.140504826088033,-47.7908568977856
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,-23.569072187868397,-46.69766821393947
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,-27.728907466185678,-52.5361282897098
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,-3.758936771731911,-38.56760235842163
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,-23.439511515770263,-46.42206235799993
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,-23.468237437094995,-46.55116524659597
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,-23.56892589286744,-46.372428309048416
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.13174718973623,-51.10301886772909
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,-26.28029376418527,-48.795939733555265
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-19.937081168456363,-43.976330584754095
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,-22.353734973383137,-49.101402852523776
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,-23.304212453792886,-45.96285874550675
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,-23.275627224001862,-47.276390580870014
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,-25.4068009078995,-52.412352758982024
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,-23.537970231069195,-46.506635583938106
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,-27.004575116562762,-51.15275133706899
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,-27.443905325710965,-48.401548010018466
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,-23.69078071512126,-46.85555360684095
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,-6.8372713121932085,-35.127268944459026
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,-23.569410697981468,-46.418800465184574
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,-20.41022536716159,-42.8993095333992
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,-24.185808308289147,-53.02539695194218
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,-22.347656923428968,-48.78445709494656
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,-23.546764029816458,-46.92986385766126
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,-16.65125681440938,-49.268034963335054
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,-23.725427016302106,-46.68752960056025
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-22.881824746585092,-43.468465284305736
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,-23.539668784279566,-46.63213024304157
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-23.541623556326893,-46.571671297500686
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,-29.167561635074183,-51.154909284680265
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,-23.65670867157172,-46.5749037440809
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,-7.219289067751179,-35.89080712379333
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,-28.671887461299548,-50.38802665892446
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,-22.479003500450595,-44.49745094177866
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,-26.487441651966094,-49.08075307029029
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,-23.491053631248878,-46.58353920729148
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,-23.596999887521914,-46.742780724820975
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,-23.013945234739644,-43.46302017493874
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,-23.515496780557193,-46.44086366810252
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,-23.628908597125367,-46.732131320012954
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,-27.547430859217467,-48.49811978788965
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,-23.498772990712528,-47.500125185434705
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,-23.51834146276698,-46.59178154246265
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,-21.140504826088033,-47.7908568977856
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP,-23.536047094959013,-47.469335940300226
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP,-23.663212563450802,-46.415286664885194
eec3469d83e142f9a104886655338c37,17030,bauru,SP,-22.321734562254253,-49.045943797566764
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP,-22.341183963959992,-49.09523560810242
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,-19.9837012010167,-44.001532164648324
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,-23.179436597967328,-47.313120341199365
3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO,-16.73566675288468,-49.30226949580179
fe4cd9461203cee790d36792420b310f,35300,caratinga,MG,-19.78738795738488,-42.13914525157762
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,SP,-20.684102669129654,-50.55493724664943
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,-22.81150579813459,-43.32658130224651
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,-20.49640343433319,-47.418012293101704
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP,-21.802436602287393,-49.60191462301952
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,-23.509639047316977,-46.6667734425797
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,-21.172335883395824,-47.82338118292047
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,-28.329296814471277,-49.17648053805345
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,-21.12453419104605,-42.92689419804182
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP,-23.691088845801747,-46.54379381528059
71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,SP,-23.54316926630415,-46.55047785557631
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,-23.388016197726035,-51.908883458086315
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP,-20.82920423214084,-49.33970401715356
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,-22.896740934214222,-47.0692730436033
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,-22.834410685901656,-43.2768594171534
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP,-21.867396479393847,-47.47862930181371
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS,-29.51036034105447,-50.78177285256474
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,-23.6401009725772,-46.54229328487362
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,-26.888718831182473,-49.10205768057602
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,-23.67076116683423,-46.50542117680598
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,-23.621322117467944,-46.527287577480074
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,-23.587562132793217,-46.48853922662899
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,-23.55295570766404,-46.585002911358515
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,-23.55356284408717,-46.57284725994481
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC,-26.87309860497838,-49.1279113740989
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP,-23.51445131015966,-46.19232289405982
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP,-23.938839327667406,-46.326237431738484
a4e634166243bbb3a13fa584463fa468,6286,osasco,SP,-23.506521243524876,-46.77190834208786
50bf89f1349bc0409a268c3a49678009,15155,jaci,SP,-20.884314634454388,-49.57184637092642
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG,-20.438663390483846,-44.764098842642525
